      -57.00         14.21         11.88          5.90         28.41         20.63         -6.98          9.90         -0.85        -21.91  
      -52.26         29.85        -14.32        -18.31         24.62         22.36          8.51         40.31          9.32        -20.81  
      -60.36         28.36         -3.75         -8.17         26.15         21.06         20.20         -0.74          5.25        -16.27  
      -32.42         25.14         -0.13         11.95         29.89         16.69         11.23         -2.70        -15.63         15.05  
      -88.54         41.38         16.77         28.28         30.61         23.48         36.46        -36.63         20.16          7.81  
      -52.77         19.83         13.23         14.99         31.56          9.91         10.82         14.41          8.11         -8.02  
      -16.24          1.07         21.80         19.33         35.37         -6.03        -11.34         -0.07         -6.26          2.85  
        5.21          5.93         -7.24         -6.11         32.18         -6.66        -32.12         10.09         -7.61          0.31  
      -11.36          1.70         -7.14        -26.03         27.94         -0.50         -2.33         12.97         -7.43         -4.65  
      -15.18          1.08          0.22          0.52         31.27          1.06          8.04         -1.94         -3.37          8.24  
       12.28        -11.15        -12.38        -21.38         29.22         -4.00          4.44         -3.88         -9.99         12.59  
       10.38         -3.51        -18.42        -22.11         31.56        -16.11         -9.57          0.29         10.16         25.22  
       11.48         -8.38         -6.73        -13.66         31.20         -8.34         -5.04         -5.62         -3.41         17.65  
       14.92          2.25        -17.74        -24.24         31.86        -18.45        -27.43        -12.38        -18.42          4.09  
        3.56        -15.04         -7.98        -32.68         26.03          4.76         -4.70        -10.93          5.68          3.01  
        2.78        -19.06          1.53        -10.39         30.26         -1.52          3.51         -9.67        -11.41          6.45  
      -38.79        -57.98         -0.22        -28.50         26.73          2.85         20.62        -33.19         27.30        -44.32  
      -14.04        -45.60         16.11         -2.67         30.15          5.09         -7.65         -3.09         20.42        -19.70  
       -6.68        -27.17          5.07         -3.15         29.52          7.56          6.66        -15.37          5.05         -5.51  
        3.66        -16.33        -10.27        -12.90         28.23          7.55          2.92         -5.15         -0.77          8.61  
       10.40        -19.95         -5.45          9.93         32.10          4.33         -2.21         -5.94        -33.47         -0.96  
        3.99        -15.43          1.28         12.23         30.84         13.43        -20.35         16.29          7.89         13.95  
       14.54         -5.72         -3.56          7.66         32.10          3.12        -14.06         10.96         -8.67         14.71  
       13.58         -9.01         -5.17         11.49         33.86         -3.76         -3.75          3.87          2.82         21.41  
       13.26         -8.35        -16.20          3.63         34.91        -15.18          1.25         -0.80        -20.23         -4.05  
        8.46        -10.71        -14.02          1.21         26.96         25.86        -18.68          2.91         10.02         14.97  
       33.92         19.29        -53.41         28.15         35.51          0.81         -3.90         -4.34          9.98        -10.99  
       17.28         -1.48          8.80         -3.09         28.01         15.43          7.61          4.14          3.13         -9.86  
       13.41          4.93         16.20         -7.25         29.44          5.16         -2.48          6.99         -5.95        -10.54  
       29.68          6.64         18.03         14.61         32.91          3.01         -0.91          2.41         -6.30         -3.60  
       34.04         20.94          5.86        -20.05         29.95         -7.08          1.01        -10.39         13.60         -8.59  
       29.28         10.22          4.62        -24.01         23.86         22.14          0.45         -4.89         -3.65          2.38  
       18.62          1.30          8.92        -18.67         24.47         22.52          7.20        -10.37          3.03          1.85  
       28.42         13.79          9.90         -9.26         27.23         15.47         -4.83          1.21         10.09         -0.85  
       30.09         17.29         14.85         -4.53         27.26         19.17        -12.91          7.73         -4.60         -2.12  
       31.93          3.70         14.40          9.43         30.55         11.15          9.88          0.16        -16.54          4.75  
       32.56          4.48         12.88          4.38         30.18          9.29         11.15         -2.57        -16.60          4.70  
       17.90          1.77          5.79        -26.40         29.64        -11.43         29.32         35.88         29.15          2.13  
