      -43.58        -23.16         -7.88          3.73        -26.71          5.78        -19.00          0.30          1.98         -8.07  
      -48.77          3.96         16.51        -23.10        -14.71          8.41        -11.68         25.57          5.92        -12.13  
      -47.64        -24.32          1.02        -14.59        -18.84         -0.43          5.65        -11.21         -0.13         -4.21  
      -33.23         -8.24         10.28         -6.71        -20.91         26.67         15.78         -6.58        -11.93         16.04  
      -40.59        -29.11         -8.20          2.18        -25.60         11.50         10.25        -15.36         -0.87         10.48  
      -56.03         -9.10         -2.88         -0.57        -24.87          3.82         10.53         19.66          3.37         -4.65  
      -32.54        -35.41        -37.67         -6.49        -25.54        -59.16        -24.60        -10.44          8.67         -6.61  
      -33.57         -6.97         -0.47        -21.83        -17.24        -27.34        -40.69          4.87         -9.19         -6.43  
      -23.22         17.52         21.81        -33.85        -10.16          3.76          2.61          9.00        -20.81         -5.91  
      -18.72          0.18          7.68        -14.64        -19.73        -15.48         19.68         -2.85         -9.59         17.77  
      -20.80         10.10         20.87        -29.18        -11.96          8.41         10.75         10.09        -17.76         10.31  
      -30.41          5.32          9.56        -24.93        -15.73        -24.99         -5.85         -3.93         -3.78         20.75  
      -14.91         -8.20         -0.59        -23.85        -16.33        -28.89         -7.00        -10.00         -1.13         10.20  
      -19.10        -25.18         -2.16        -33.04        -12.48        -33.72        -24.95        -15.20         -7.90         -7.53  
       -2.49        -16.94         -4.20        -27.52        -13.01         -0.76         -9.15         -5.76          4.35          4.56  
      -36.30          7.92         -0.33        -16.53        -18.49        -10.47         28.78        -14.02        -17.35         10.87  
       -2.99         47.18          7.55        -20.48        -16.18          0.78         18.28         -9.06         12.14        -19.71  
       -9.42         44.16        -18.15          3.63        -26.77          2.86        -26.87          9.94         32.30        -10.50  
       -7.39         33.19          0.60         -4.90        -22.77          7.67          4.71         -5.47          8.00         -4.90  
       -6.62         25.82          8.89         -3.76        -22.87         16.21          6.37         -4.88         -5.19          5.55  
      -10.48         37.70          9.30          6.23        -27.24         18.56          9.74         -9.81        -21.87         -4.40  
        0.75         40.16          7.28         10.93        -29.29         20.54        -18.21         16.79         -3.69         18.29  
        3.75         12.96         -6.52          6.04        -28.09          0.58        -21.55         29.22         -0.92          7.55  
        3.37         19.54         -1.02          2.30        -27.02        -10.44         10.17         -2.11         -4.75         15.30  
       30.38         14.33          8.92        -10.94        -21.21        -11.18          6.48         -2.41         -2.75         -7.40  
       12.75         33.79         10.84         10.50        -28.59         30.34        -24.76          6.63          2.93         11.31  
       66.59        -16.77         95.08         29.20        -39.18          6.50         15.15         -5.43         29.92        -21.63  
       28.22         26.18         12.58         10.89        -28.60         32.16          5.95          9.05         -7.85         -7.75  
       28.71        -34.94        -35.61        -15.48        -19.49        -25.34          3.24         -4.61          7.52        -15.03  
       44.55        -21.84        -26.38         -2.34        -26.21        -36.69        -10.57         -7.44          4.43         -8.16  
       36.82        -53.41        -38.21        -18.66        -18.34        -30.31        -10.58         -9.85         30.48         -8.48  
       70.96        -30.81         -4.25        -31.04         -7.92         59.62         -3.71         -6.01         -6.56        -10.29  
       14.70         -2.84        -11.81        -21.64        -13.20         39.59         13.73        -26.49          1.79         13.76  
       29.89        -30.39         -1.23        -19.44        -17.62        -16.96        -11.54         -6.82         24.65          5.61  
       27.57        -27.51        -21.62        -13.65        -19.00          0.59        -10.46          2.94          2.41         -1.88  
       54.80          1.85         -5.08          6.78        -25.91         42.80         15.03          6.21        -21.80        -10.12  
       40.39         27.94         -7.37          7.42        -27.06         26.77         32.65          7.90        -19.94          1.04  
       44.54         -5.04        -15.71        -21.51        -15.19          4.45         37.67         37.54         14.91          6.40  
